Age,Attrition,BusinessTravel,Department,Education,EducationField,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager
26,Yes,Travel_Frequently,Research & Development,bachelors_degree,Life Sciences,low,high,one,Research Scientist,low,Married,2042,Yes,meduim,one,6,better,3,2,2
34,No,Travel_Rarely,Sales,masters_degree,Life Sciences,high,high,one,Sales Representative,high,Married,2220,Yes,very_high,one,1,better,1,1,0
28,No,Travel_Rarely,Sales,no_college,Medical,very_high,high,one,Sales Representative,meduim,Married,1052,No,meduim,zero,1,better,1,0,0
38,No,Travel_Frequently,Research & Development,masters_degree,Other,high,high,one,Research Scientist,high,Married,2821,No,low,one,8,better,2,2,2
50,No,Travel_Rarely,Research & Development,masters_degree,Medical,meduim,high,five,Research Director,high,Married,19237,Yes,very_high,one,29,good,8,1,7
37,No,Travel_Rarely,Research & Development,bachelors_degree,Other,very_high,high,two,Healthcare Representative,meduim,Single,4107,No,low,zero,8,good,4,3,1
40,No,Travel_Rarely,Sales,bachelors_degree,Marketing,high,high,two,Sales Executive,low,Married,8396,No,meduim,one,8,good,7,7,5
26,No,Travel_Frequently,Research & Development,no_college,Medical,low,meduim,one,Research Scientist,high,Divorced,2007,No,high,two,5,better,5,3,3
46,No,Travel_Rarely,Research & Development,masters_degree,Medical,very_high,high,five,Research Director,very_high,Divorced,19627,No,very_high,two,23,better,2,2,2
54,No,Travel_Rarely,Sales,masters_degree,Life Sciences,high,meduim,three,Sales Executive,high,Married,10686,No,meduim,one,13,better,9,4,0
56,No,Travel_Frequently,Research & Development,bachelors_degree,Medical,low,high,one,Research Scientist,high,Married,2942,No,meduim,one,18,better,5,4,3
36,No,Travel_Rarely,Research & Development,Doctorate,Medical,very_high,meduim,three,Manufacturing Director,very_high,Single,8858,No,meduim,zero,15,good,14,8,8
55,No,Non-Travel,Research & Development,no_college,Medical,high,meduim,four,Manager,low,Single,16756,No,meduim,zero,31,best,9,7,2
43,No,Travel_Rarely,Sales,bachelors_degree,Medical,high,meduim,three,Sales Executive,very_high,Divorced,10798,No,high,one,18,better,1,0,0
20,Yes,Travel_Frequently,Sales,bachelors_degree,Marketing,very_high,high,one,Sales Representative,very_high,Single,2323,Yes,meduim,zero,2,better,2,2,2
21,Yes,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,high,meduim,one,Laboratory Technician,low,Single,1416,No,low,zero,1,good,1,0,0
46,No,Travel_Rarely,Research & Development,masters_degree,Life Sciences,very_high,meduim,two,Research Scientist,low,Divorced,4615,Yes,low,three,19,better,16,13,7
51,Yes,Travel_Rarely,Research & Development,masters_degree,Life Sciences,low,high,one,Research Scientist,high,Married,2461,Yes,high,three,18,best,10,0,7
28,Yes,Non-Travel,Research & Development,some_college,Technical Degree,meduim,meduim,three,Healthcare Representative,low,Single,8722,No,low,zero,10,good,10,7,9
26,No,Travel_Rarely,Research & Development,some_college,Medical,low,meduim,one,Laboratory Technician,low,Married,3955,No,low,two,6,better,5,3,3
30,No,Travel_Rarely,Research & Development,bachelors_degree,Other,high,high,two,Manufacturing Director,low,Married,9957,No,high,one,7,good,6,2,2
41,No,Travel_Rarely,Research & Development,some_college,Technical Degree,meduim,very_high,one,Research Scientist,high,Married,3376,No,high,zero,10,better,10,6,8
38,No,Travel_Rarely,Research & Development,no_college,Life Sciences,high,meduim,three,Healthcare Representative,high,Married,8823,No,low,one,20,good,19,9,9
40,No,Travel_Rarely,Research & Development,masters_degree,Technical Degree,low,high,three,Healthcare Representative,very_high,Married,10322,No,very_high,one,14,better,11,10,1
27,No,Non-Travel,Research & Development,Doctorate,Life Sciences,low,low,one,Laboratory Technician,high,Married,4621,No,very_high,three,3,better,3,2,2
55,No,Travel_Frequently,Research & Development,no_college,Life Sciences,very_high,high,three,Manufacturing Director,meduim,Married,10976,No,meduim,one,23,better,3,2,2
28,No,Travel_Rarely,Research & Development,bachelors_degree,Other,high,high,two,Research Scientist,high,Single,3660,No,very_high,zero,10,best,8,7,7
44,Yes,Travel_Rarely,Human Resources,some_college,Medical,meduim,meduim,three,Human Resources,low,Married,10482,No,very_high,one,24,better,20,6,6
33,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,very_high,meduim,three,Healthcare Representative,very_high,Divorced,7119,No,high,one,9,better,3,2,2
35,Yes,Travel_Rarely,Sales,bachelors_degree,Technical Degree,very_high,high,three,Sales Executive,low,Single,9582,Yes,low,zero,9,better,8,7,7
33,Yes,Travel_Frequently,Research & Development,masters_degree,Medical,low,meduim,two,Research Scientist,high,Single,4508,No,meduim,zero,14,better,13,7,8
28,No,Travel_Rarely,Research & Development,some_college,Life Sciences,low,high,one,Laboratory Technician,high,Divorced,2207,No,very_high,one,4,good,4,2,2
34,No,Travel_Frequently,Research & Development,no_college,Life Sciences,low,high,two,Healthcare Representative,very_high,Single,7756,No,high,zero,7,good,6,2,4
37,No,Travel_Rarely,Sales,masters_degree,Life Sciences,very_high,meduim,two,Sales Executive,very_high,Divorced,6694,Yes,high,three,8,better,1,0,0
25,Yes,Travel_Rarely,Research & Development,no_college,Technical Degree,very_high,high,one,Laboratory Technician,very_high,Married,3691,Yes,meduim,one,7,best,7,7,6
26,Yes,Travel_Rarely,Research & Development,bachelors_degree,Medical,low,high,one,Laboratory Technician,high,Divorced,2377,No,high,one,1,good,1,1,0
33,Yes,Travel_Rarely,Research & Development,bachelors_degree,Medical,low,meduim,one,Research Scientist,meduim,Single,2313,Yes,meduim,zero,5,better,2,2,2
42,No,Travel_Rarely,Research & Development,some_college,Medical,very_high,high,four,Manager,low,Married,17665,No,very_high,one,23,better,22,6,7
28,Yes,Travel_Frequently,Research & Development,bachelors_degree,Medical,low,meduim,one,Laboratory Technician,meduim,Divorced,2596,No,low,two,1,better,1,0,0
50,Yes,Travel_Frequently,Sales,masters_degree,Other,very_high,high,two,Sales Executive,high,Single,4728,Yes,very_high,zero,5,better,0,0,0
33,No,Travel_Frequently,Sales,bachelors_degree,Life Sciences,very_high,high,two,Sales Executive,meduim,Married,4302,No,high,one,4,better,3,2,2
34,No,Non-Travel,Research & Development,masters_degree,Life Sciences,high,meduim,one,Research Scientist,very_high,Married,2979,No,very_high,three,6,better,0,0,0
48,No,Non-Travel,Research & Development,masters_degree,Medical,low,very_high,four,Manager,very_high,Single,16885,No,high,zero,27,good,5,4,1
45,No,Non-Travel,Sales,masters_degree,Life Sciences,meduim,meduim,two,Sales Executive,high,Married,5593,No,very_high,one,15,better,15,10,12
52,No,Travel_Rarely,Research & Development,masters_degree,Life Sciences,meduim,high,three,Healthcare Representative,meduim,Single,10445,No,very_high,zero,18,better,8,6,0
38,No,Travel_Rarely,Sales,masters_degree,Marketing,high,meduim,three,Sales Executive,high,Divorced,8740,Yes,meduim,two,9,better,8,7,7
29,No,Travel_Rarely,Research & Development,masters_degree,Life Sciences,high,high,one,Research Scientist,very_high,Divorced,2514,No,low,one,11,better,7,5,7
28,No,Travel_Rarely,Research & Development,bachelors_degree,Medical,very_high,high,three,Manufacturing Director,meduim,Divorced,7655,No,meduim,three,10,good,9,7,7
46,No,Travel_Rarely,Sales,no_college,Marketing,low,high,four,Manager,high,Married,17465,No,very_high,one,23,better,12,9,9
38,No,Travel_Rarely,Sales,some_college,Marketing,very_high,high,three,Sales Executive,meduim,Single,7351,No,high,zero,10,better,1,0,0
43,No,Travel_Frequently,Research & Development,bachelors_degree,Life Sciences,high,high,three,Manufacturing Director,low,Married,10820,No,high,one,18,better,8,7,1
39,Yes,Travel_Frequently,Research & Development,bachelors_degree,Life Sciences,low,high,four,Healthcare Representative,very_high,Divorced,12169,No,very_high,three,21,better,18,7,5
40,No,Travel_Rarely,Research & Development,bachelors_degree,Medical,high,meduim,five,Research Director,high,Single,19626,No,low,zero,21,best,20,7,9
21,No,Travel_Rarely,Research & Development,no_college,Technical Degree,very_high,meduim,one,Research Scientist,meduim,Single,2070,Yes,high,zero,2,best,2,2,2
39,No,Non-Travel,Research & Development,bachelors_degree,Life Sciences,high,high,two,Laboratory Technician,meduim,Single,6782,No,high,zero,9,good,5,4,3
36,No,Non-Travel,Research & Development,masters_degree,Life Sciences,low,high,two,Manufacturing Director,very_high,Single,7779,No,low,zero,18,better,11,9,9
31,No,Travel_Frequently,Sales,bachelors_degree,Life Sciences,high,very_high,one,Sales Representative,very_high,Married,2791,No,low,one,3,better,2,2,2
28,No,Travel_Rarely,Research & Development,no_college,Life Sciences,low,meduim,one,Research Scientist,meduim,Married,3201,No,low,zero,6,bad,5,3,4
35,No,Travel_Frequently,Sales,some_college,Marketing,very_high,high,two,Sales Executive,very_high,Divorced,4968,No,very_high,one,5,better,5,2,2
49,No,Travel_Rarely,Sales,masters_degree,Technical Degree,very_high,meduim,four,Sales Executive,meduim,Married,13120,No,meduim,one,22,better,9,8,3
34,No,Travel_Frequently,Research & Development,some_college,Life Sciences,very_high,high,two,Manufacturing Director,high,Single,4033,No,very_high,zero,5,good,3,2,2
29,No,Travel_Frequently,Research & Development,bachelors_degree,Life Sciences,very_high,high,one,Research Scientist,meduim,Divorced,3291,No,very_high,two,8,good,7,5,1
42,No,Travel_Rarely,Research & Development,bachelors_degree,Medical,meduim,low,two,Laboratory Technician,very_high,Single,4272,No,low,zero,16,better,1,0,0
29,No,Travel_Rarely,Research & Development,no_college,Medical,meduim,meduim,two,Manufacturing Director,very_high,Married,5056,Yes,high,one,10,good,10,7,2
38,No,Travel_Rarely,Human Resources,bachelors_degree,Human Resources,high,very_high,one,Human Resources,high,Married,2844,No,very_high,one,7,best,7,6,0
28,No,Travel_Frequently,Research & Development,bachelors_degree,Life Sciences,high,meduim,one,Research Scientist,high,Divorced,2703,Yes,very_high,one,3,better,3,1,2
18,Yes,Non-Travel,Research & Development,no_college,Medical,high,high,one,Laboratory Technician,high,Single,1904,No,very_high,zero,0,better,0,0,0
33,Yes,Travel_Rarely,Sales,masters_degree,Marketing,low,high,two,Sales Executive,low,Single,8224,Yes,low,zero,6,better,5,2,3
41,No,Travel_Rarely,Research & Development,masters_degree,Life Sciences,meduim,high,one,Laboratory Technician,very_high,Married,4766,Yes,low,one,6,better,1,0,0
31,Yes,Travel_Frequently,Research & Development,bachelors_degree,Medical,high,high,one,Laboratory Technician,high,Married,2610,No,high,one,2,good,2,2,2
37,No,Travel_Rarely,Research & Development,some_college,Medical,high,meduim,two,Healthcare Representative,very_high,Divorced,5731,No,high,two,9,better,6,2,3
27,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,very_high,meduim,one,Research Scientist,high,Married,2539,No,high,one,4,better,4,2,2
34,No,Travel_Rarely,Sales,no_college,Life Sciences,meduim,high,two,Sales Executive,high,Married,5714,No,low,zero,6,good,6,5,3
35,No,Travel_Rarely,Human Resources,masters_degree,Technical Degree,high,high,one,Human Resources,high,Single,4323,No,meduim,zero,6,bad,5,4,4
29,Yes,Travel_Rarely,Sales,no_college,Life Sciences,very_high,meduim,three,Sales Executive,low,Married,7336,No,low,one,11,bad,11,8,10
40,No,Travel_Frequently,Research & Development,masters_degree,Medical,meduim,high,three,Research Director,high,Single,13499,No,high,zero,20,good,18,7,13
42,Yes,Travel_Frequently,Sales,bachelors_degree,Life Sciences,high,high,four,Sales Executive,low,Single,13758,Yes,meduim,zero,22,good,21,9,14
42,No,Travel_Rarely,Sales,masters_degree,Marketing,meduim,high,two,Sales Executive,low,Single,5155,No,very_high,zero,9,best,6,4,5
35,No,Travel_Rarely,Research & Development,masters_degree,Medical,very_high,meduim,one,Laboratory Technician,high,Married,2258,No,meduim,one,10,better,8,0,7
24,No,Travel_Rarely,Research & Development,bachelors_degree,Medical,very_high,high,one,Laboratory Technician,meduim,Single,3597,No,very_high,zero,6,better,4,3,2
28,Yes,Travel_Rarely,Research & Development,no_college,Life Sciences,high,high,one,Laboratory Technician,very_high,Married,2515,Yes,very_high,zero,1,good,1,1,0
26,No,Travel_Rarely,Research & Development,masters_degree,Medical,low,very_high,one,Laboratory Technician,very_high,Married,4420,No,meduim,one,8,better,8,7,7
30,No,Travel_Rarely,Sales,bachelors_degree,Marketing,high,meduim,two,Sales Executive,high,Married,6578,No,low,one,10,better,10,3,4
40,No,Travel_Frequently,Research & Development,some_college,Medical,high,meduim,two,Research Scientist,very_high,Married,4422,Yes,very_high,one,16,bad,1,1,0
35,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,high,meduim,three,Manufacturing Director,meduim,Divorced,10274,No,meduim,one,15,best,7,7,4
34,No,Travel_Frequently,Research & Development,bachelors_degree,Medical,very_high,meduim,two,Healthcare Representative,low,Single,5343,No,high,zero,14,better,13,9,9
35,No,Travel_Frequently,Research & Development,masters_degree,Other,very_high,meduim,one,Laboratory Technician,very_high,Married,2376,No,meduim,one,2,best,2,2,2
43,Yes,Travel_Rarely,Sales,bachelors_degree,Marketing,low,low,two,Sales Executive,high,Single,5346,No,meduim,zero,7,good,4,3,3
32,No,Non-Travel,Sales,no_college,Life Sciences,high,high,one,Sales Representative,low,Divorced,2827,No,high,three,1,better,1,0,0
56,No,Travel_Rarely,Research & Development,masters_degree,Technical Degree,very_high,high,five,Manager,low,Divorced,19943,No,very_high,one,28,better,5,2,2
29,No,Travel_Rarely,Research & Development,no_college,Medical,meduim,high,one,Laboratory Technician,very_high,Married,3131,No,low,one,10,better,10,8,8
19,No,Travel_Rarely,Research & Development,some_college,Life Sciences,high,high,one,Research Scientist,low,Single,2552,No,high,zero,1,better,1,1,0
45,No,Travel_Rarely,Research & Development,bachelors_degree,Medical,low,high,one,Research Scientist,high,Married,4477,Yes,high,one,7,good,3,2,2
37,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,very_high,meduim,two,Manufacturing Director,very_high,Married,6474,No,meduim,one,14,good,14,8,11
20,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,low,meduim,one,Laboratory Technician,high,Single,3033,No,low,zero,2,good,2,2,2
44,Yes,Travel_Rarely,Research & Development,masters_degree,Life Sciences,high,high,one,Research Scientist,high,Single,2936,Yes,high,zero,6,better,6,4,2
53,No,Travel_Rarely,Research & Development,some_college,Medical,very_high,high,five,Manager,high,Divorced,18606,No,meduim,one,26,better,7,7,7
29,No,Travel_Rarely,Research & Development,no_college,Life Sciences,meduim,low,one,Research Scientist,very_high,Married,2168,Yes,low,one,6,good,5,4,3
22,Yes,Travel_Frequently,Research & Development,masters_degree,Life Sciences,high,meduim,one,Research Scientist,very_high,Married,2853,Yes,meduim,one,1,better,0,0,0
46,No,Travel_Rarely,Sales,bachelors_degree,Marketing,high,high,four,Manager,low,Married,17048,No,low,zero,28,better,26,15,9
44,No,Non-Travel,Research & Development,bachelors_degree,Life Sciences,very_high,low,one,Research Scientist,high,Single,2290,No,very_high,zero,6,better,0,0,0
33,No,Travel_Rarely,Human Resources,bachelors_degree,Human Resources,meduim,high,one,Human Resources,high,Married,3600,No,very_high,one,5,better,5,4,4
41,Yes,Non-Travel,Research & Development,some_college,Life Sciences,low,meduim,one,Research Scientist,low,Divorced,2107,No,low,one,5,bad,1,0,0
30,No,Travel_Rarely,Sales,masters_degree,Life Sciences,high,high,two,Sales Executive,low,Divorced,4115,No,high,three,8,better,4,3,3
40,No,Travel_Frequently,Sales,masters_degree,Medical,meduim,high,two,Sales Executive,meduim,Married,4327,No,very_high,three,5,better,0,0,0
50,No,Travel_Frequently,Research & Development,bachelors_degree,Medical,very_high,high,four,Manager,low,Married,17856,No,high,one,32,better,2,2,2
28,No,Travel_Rarely,Research & Development,masters_degree,Medical,very_high,meduim,one,Laboratory Technician,low,Married,3196,No,high,three,6,better,6,5,3
46,No,Travel_Rarely,Research & Development,some_college,Life Sciences,very_high,high,five,Research Director,meduim,Married,19081,No,low,one,25,better,4,2,3
35,No,Travel_Rarely,Sales,masters_degree,Life Sciences,high,high,two,Sales Executive,low,Married,8966,Yes,very_high,three,15,better,7,7,7
24,Yes,Travel_Rarely,Research & Development,some_college,Life Sciences,very_high,high,one,Laboratory Technician,meduim,Married,2210,No,low,one,1,bad,1,0,0
33,No,Travel_Frequently,Sales,bachelors_degree,Medical,meduim,high,two,Sales Executive,high,Married,4539,No,low,one,10,good,10,7,1
36,No,Travel_Rarely,Research & Development,masters_degree,Life Sciences,high,low,one,Laboratory Technician,high,Divorced,2741,No,high,one,7,better,7,7,7
30,No,Travel_Rarely,Research & Development,masters_degree,Life Sciences,high,high,two,Laboratory Technician,high,Divorced,3491,No,low,three,10,good,10,7,9
44,No,Travel_Rarely,Research & Development,masters_degree,Other,very_high,high,two,Research Scientist,very_high,Single,4541,No,meduim,zero,20,better,20,11,17
20,No,Travel_Rarely,Sales,bachelors_degree,Marketing,high,very_high,one,Sales Representative,very_high,Single,2678,No,very_high,zero,2,better,2,1,2
46,No,Travel_Rarely,Research & Development,masters_degree,Technical Degree,very_high,high,two,Manufacturing Director,very_high,Divorced,7379,No,high,one,12,good,6,3,4
42,No,Non-Travel,Human Resources,Doctorate,Medical,very_high,very_high,two,Human Resources,low,Married,6272,No,low,one,10,best,4,3,3
60,No,Travel_Rarely,Sales,masters_degree,Marketing,meduim,very_high,two,Sales Executive,very_high,Divorced,5220,Yes,meduim,one,12,better,11,7,9
32,No,Travel_Frequently,Research & Development,bachelors_degree,Other,high,meduim,one,Laboratory Technician,meduim,Married,2743,No,high,one,2,better,2,2,2
32,No,Travel_Frequently,Research & Development,some_college,Life Sciences,very_high,high,two,Research Scientist,high,Single,4998,Yes,very_high,zero,10,better,8,7,7
36,No,Travel_Rarely,Research & Development,bachelors_degree,Technical Degree,high,low,three,Manufacturing Director,low,Divorced,10252,Yes,high,one,17,better,7,7,7
33,No,Travel_Rarely,Research & Development,bachelors_degree,Medical,low,high,one,Research Scientist,very_high,Married,2781,No,meduim,one,15,better,14,10,10
40,No,Travel_Rarely,Sales,bachelors_degree,Technical Degree,meduim,meduim,two,Sales Executive,meduim,Divorced,6852,No,meduim,one,7,best,5,1,3
25,No,Travel_Rarely,Sales,masters_degree,Life Sciences,high,high,two,Sales Executive,very_high,Single,4950,No,meduim,zero,5,better,4,3,1
30,No,Travel_Rarely,Research & Development,bachelors_degree,Medical,very_high,high,one,Research Scientist,meduim,Married,3579,Yes,low,one,12,better,11,9,7
42,No,Travel_Frequently,Research & Development,Doctorate,Medical,low,high,three,Research Director,low,Married,13191,Yes,high,zero,20,better,1,0,0
35,No,Non-Travel,Sales,some_college,Marketing,high,meduim,three,Sales Executive,very_high,Married,10377,Yes,meduim,one,16,good,13,2,12
27,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,low,high,one,Research Scientist,low,Married,2235,Yes,very_high,two,9,good,9,7,8
54,No,Travel_Frequently,Research & Development,masters_degree,Life Sciences,very_high,high,three,Manufacturing Director,high,Divorced,10502,No,low,one,33,bad,5,4,4
44,No,Travel_Rarely,Research & Development,no_college,Life Sciences,low,very_high,one,Research Scientist,very_high,Married,2011,No,very_high,one,10,better,10,5,7
19,Yes,Non-Travel,Research & Development,bachelors_degree,Medical,low,meduim,one,Research Scientist,meduim,Single,1859,Yes,meduim,zero,1,best,1,1,0
29,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,low,high,one,Research Scientist,very_high,Divorced,3760,No,low,three,3,better,3,2,2
54,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,very_high,high,four,Research Director,very_high,Married,17779,No,low,zero,36,better,10,9,9
31,No,Travel_Rarely,Research & Development,some_college,Medical,high,high,two,Healthcare Representative,low,Married,6833,Yes,very_high,zero,6,good,6,5,1
31,No,Travel_Rarely,Research & Development,bachelors_degree,Medical,high,meduim,two,Healthcare Representative,low,Single,6812,No,meduim,zero,10,better,10,9,8
59,No,Travel_Rarely,Sales,bachelors_degree,Life Sciences,high,meduim,two,Sales Executive,very_high,Single,5171,No,very_high,zero,13,better,6,1,5
43,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,high,low,five,Research Director,very_high,Married,19740,No,meduim,one,25,better,8,7,7
49,No,Travel_Rarely,Research & Development,some_college,Medical,low,meduim,five,Manager,high,Married,18711,No,high,one,23,best,1,0,0
36,No,Travel_Frequently,Research & Development,bachelors_degree,Technical Degree,high,high,one,Research Scientist,meduim,Married,3692,No,high,zero,12,good,11,10,7
48,No,Travel_Rarely,Research & Development,some_college,Technical Degree,very_high,very_high,one,Laboratory Technician,meduim,Single,2559,No,high,zero,7,good,1,0,0
27,No,Travel_Rarely,Research & Development,some_college,Life Sciences,low,high,one,Research Scientist,high,Divorced,2517,No,meduim,three,5,better,5,3,3
29,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,high,high,two,Healthcare Representative,very_high,Divorced,6623,Yes,meduim,two,6,better,6,0,0
48,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,very_high,meduim,five,Research Director,very_high,Single,18265,No,high,zero,25,best,1,0,0
29,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,very_high,meduim,four,Research Director,very_high,Divorced,16124,No,meduim,two,9,good,7,7,7
34,No,Travel_Rarely,Research & Development,bachelors_degree,Technical Degree,high,very_high,one,Research Scientist,high,Married,2585,No,very_high,zero,2,good,1,0,0
44,No,Travel_Rarely,Sales,bachelors_degree,Marketing,meduim,high,five,Manager,meduim,Married,18213,No,high,one,26,better,22,9,10
33,No,Travel_Rarely,Sales,Doctorate,Marketing,very_high,very_high,three,Sales Executive,high,Divorced,8380,Yes,very_high,two,10,better,9,8,8
19,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,meduim,very_high,one,Research Scientist,very_high,Single,2994,Yes,very_high,zero,1,better,1,0,1
23,No,Travel_Rarely,Research & Development,some_college,Life Sciences,very_high,high,one,Research Scientist,high,Married,1223,No,very_high,one,1,better,1,0,1
25,Yes,Travel_Frequently,Sales,no_college,Life Sciences,high,low,one,Sales Representative,very_high,Single,1118,Yes,very_high,zero,1,better,1,0,0
26,No,Travel_Rarely,Research & Development,some_college,Life Sciences,high,high,one,Research Scientist,very_high,Single,2875,Yes,meduim,zero,8,good,8,5,2
45,Yes,Travel_Rarely,Sales,bachelors_degree,Marketing,low,low,five,Manager,meduim,Single,18824,Yes,low,zero,26,better,24,10,11
55,No,Non-Travel,Research & Development,no_college,Medical,very_high,meduim,four,Healthcare Representative,meduim,Divorced,13577,Yes,very_high,one,34,better,33,9,0
21,Yes,Travel_Frequently,Research & Development,some_college,Life Sciences,low,meduim,one,Laboratory Technician,high,Single,2625,No,high,zero,2,bad,2,2,2
46,No,Travel_Rarely,Sales,some_college,Marketing,very_high,meduim,five,Manager,meduim,Married,18789,No,high,one,26,better,11,4,8
34,No,Travel_Rarely,Sales,bachelors_degree,Marketing,high,high,two,Sales Executive,low,Single,4538,Yes,very_high,zero,4,better,3,2,2
51,No,Travel_Frequently,Sales,bachelors_degree,Life Sciences,very_high,high,five,Manager,meduim,Divorced,19847,Yes,low,one,31,good,29,10,10
59,No,Travel_Rarely,Research & Development,masters_degree,Medical,very_high,high,three,Manufacturing Director,very_high,Single,10512,No,very_high,zero,25,good,9,7,4
34,No,Travel_Frequently,Research & Development,bachelors_degree,Medical,high,high,two,Laboratory Technician,meduim,Divorced,4444,No,high,two,15,best,11,8,10
28,No,Travel_Frequently,Research & Development,masters_degree,Medical,very_high,high,one,Laboratory Technician,high,Single,2154,Yes,high,zero,5,good,4,2,2
44,No,Travel_Rarely,Research & Development,some_college,Life Sciences,high,very_high,five,Manager,low,Divorced,19190,No,very_high,two,26,good,25,9,13
34,No,Travel_Frequently,Human Resources,bachelors_degree,Life Sciences,high,meduim,two,Human Resources,meduim,Married,4490,No,very_high,two,14,best,10,9,8
35,No,Travel_Rarely,Research & Development,no_college,Life Sciences,high,high,one,Research Scientist,high,Married,3506,Yes,very_high,zero,4,better,3,2,2
42,No,Travel_Rarely,Research & Development,masters_degree,Medical,meduim,very_high,two,Research Scientist,meduim,Married,2372,Yes,very_high,zero,18,better,1,0,0
43,No,Travel_Rarely,Sales,masters_degree,Marketing,very_high,meduim,three,Sales Executive,very_high,Single,10231,No,very_high,zero,23,best,21,7,17
36,No,Travel_Rarely,Research & Development,masters_degree,Life Sciences,high,high,two,Manufacturing Director,meduim,Single,5410,Yes,very_high,zero,18,better,16,14,12
44,Yes,Travel_Rarely,Research & Development,bachelors_degree,Medical,low,high,three,Healthcare Representative,very_high,Married,7978,No,very_high,one,10,better,10,7,5
28,No,Travel_Frequently,Research & Development,bachelors_degree,Life Sciences,very_high,meduim,one,Laboratory Technician,very_high,Married,3867,Yes,meduim,one,2,better,2,2,2
51,No,Travel_Frequently,Research & Development,some_college,Medical,meduim,meduim,one,Laboratory Technician,high,Single,2838,No,meduim,zero,8,good,7,0,7
30,No,Non-Travel,Research & Development,some_college,Medical,high,high,two,Manufacturing Director,high,Single,4695,Yes,high,zero,10,better,8,4,7
29,Yes,Travel_Rarely,Research & Development,bachelors_degree,Technical Degree,meduim,high,one,Laboratory Technician,high,Divorced,3339,Yes,low,two,10,better,7,7,7
28,No,Travel_Rarely,Research & Development,bachelors_degree,Technical Degree,very_high,high,one,Research Scientist,low,Single,2080,No,meduim,zero,5,good,3,2,2
25,No,Travel_Rarely,Research & Development,bachelors_degree,Medical,very_high,high,one,Research Scientist,meduim,Single,2096,No,very_high,zero,2,good,2,2,1
32,No,Travel_Rarely,Sales,bachelors_degree,Medical,high,very_high,two,Sales Executive,very_high,Married,6209,No,high,two,10,best,10,7,8
45,No,Travel_Frequently,Research & Development,bachelors_degree,Medical,meduim,high,five,Manager,meduim,Single,18061,No,high,zero,22,better,0,0,0
39,No,Travel_Rarely,Research & Development,masters_degree,Medical,high,meduim,four,Manager,meduim,Divorced,17123,Yes,very_high,two,21,better,19,9,2
58,No,Travel_Rarely,Research & Development,masters_degree,Life Sciences,low,high,one,Research Scientist,high,Divorced,2372,No,very_high,two,2,better,2,2,2
32,Yes,Travel_Rarely,Research & Development,some_college,Life Sciences,very_high,high,two,Laboratory Technician,high,Married,4883,No,low,one,10,better,10,4,1
39,Yes,Travel_Rarely,Research & Development,bachelors_degree,Medical,high,high,one,Research Scientist,low,Single,3904,No,low,zero,6,better,5,2,3
30,No,Travel_Rarely,Research & Development,bachelors_degree,Technical Degree,low,meduim,two,Laboratory Technician,very_high,Married,4627,No,low,one,10,better,9,2,7
36,No,Travel_Rarely,Research & Development,masters_degree,Technical Degree,very_high,high,three,Healthcare Representative,high,Married,7094,No,low,zero,10,better,7,7,7
46,No,Travel_Rarely,Human Resources,some_college,Life Sciences,very_high,high,one,Human Resources,low,Single,3423,No,high,zero,10,best,7,6,7
28,No,Non-Travel,Research & Development,bachelors_degree,Life Sciences,high,low,two,Laboratory Technician,very_high,Married,6674,No,low,three,10,better,9,8,5
50,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,very_high,high,four,Research Director,low,Married,16880,Yes,meduim,zero,25,better,3,2,2
40,Yes,Travel_Rarely,Sales,masters_degree,Marketing,very_high,meduim,three,Sales Executive,meduim,Single,9094,Yes,high,zero,9,better,5,4,0
52,Yes,Travel_Rarely,Sales,bachelors_degree,Life Sciences,meduim,high,three,Sales Executive,meduim,Single,8446,Yes,high,zero,10,good,8,7,7
30,No,Travel_Rarely,Research & Development,masters_degree,Medical,meduim,high,three,Manager,low,Married,11916,Yes,very_high,two,9,better,9,1,8
39,No,Travel_Rarely,Research & Development,some_college,Life Sciences,low,high,two,Manufacturing Director,high,Single,4534,No,low,zero,9,better,8,7,7
31,No,Non-Travel,Sales,masters_degree,Life Sciences,very_high,high,three,Sales Executive,high,Divorced,9852,Yes,low,one,10,good,10,8,6
