Age,Attrition,BusinessTravel,Education,EducationField,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,OverTime,RelationshipSatisfaction,StockOptionLevel,WorkLifeBalance,YearsAtCompany
31,No,Travel_Rarely,masters_degree,Medical,low,very_high,two,Sales Executive,very_high,5460,No,very_high,two,best,7
27,No,Travel_Rarely,masters_degree,Medical,low,meduim,one,Research Scientist,high,2187,No,high,two,good,5
37,No,Travel_Rarely,bachelors_degree,Marketing,very_high,high,two,Sales Executive,high,9602,Yes,high,one,good,3
20,No,Travel_Rarely,bachelors_degree,Life Sciences,very_high,meduim,one,Research Scientist,meduim,2836,No,very_high,zero,best,1
42,No,Travel_Rarely,masters_degree,Life Sciences,high,high,two,Healthcare Representative,very_high,4089,No,meduim,two,better,10
43,No,Travel_Rarely,masters_degree,Other,meduim,meduim,four,Research Director,very_high,16627,Yes,high,one,good,1
38,No,Travel_Rarely,no_college,Life Sciences,high,high,one,Research Scientist,low,2619,No,very_high,zero,good,0
43,No,Travel_Frequently,Doctorate,Medical,very_high,high,two,Laboratory Technician,high,5679,Yes,meduim,one,better,8
48,No,Travel_Rarely,masters_degree,Life Sciences,very_high,meduim,four,Manager,low,15402,No,low,one,bad,3
44,No,Travel_Rarely,masters_degree,Life Sciences,low,meduim,two,Human Resources,high,5985,No,meduim,zero,best,2
34,No,Travel_Rarely,bachelors_degree,Technical Degree,high,high,one,Sales Representative,high,2579,Yes,very_high,two,better,8
27,Yes,Travel_Rarely,no_college,Marketing,high,high,one,Sales Representative,low,3041,No,meduim,one,better,4
21,No,Travel_Rarely,no_college,Technical Degree,high,high,one,Sales Representative,high,3447,No,high,zero,better,3
44,No,Travel_Rarely,masters_degree,Other,very_high,high,five,Manager,very_high,19513,Yes,low,one,best,2
22,No,Travel_Rarely,no_college,Medical,low,high,one,Research Scientist,high,2773,No,very_high,zero,better,2
33,No,Travel_Rarely,masters_degree,Marketing,high,high,two,Sales Executive,high,7104,No,very_high,zero,better,5
32,No,Travel_Rarely,masters_degree,Life Sciences,low,high,two,Research Scientist,very_high,6322,Yes,very_high,one,good,6
30,No,Travel_Frequently,bachelors_degree,Medical,high,high,one,Research Scientist,high,2083,No,high,one,better,1
53,No,Travel_Rarely,no_college,Medical,very_high,high,two,Sales Executive,low,8381,No,very_high,zero,best,14
34,No,Travel_Rarely,Doctorate,Life Sciences,meduim,high,one,Research Scientist,very_high,2691,No,very_high,one,good,10
45,Yes,Travel_Frequently,masters_degree,Life Sciences,low,high,two,Sales Executive,low,4286,No,very_high,two,better,1
26,No,Travel_Rarely,bachelors_degree,Life Sciences,high,high,one,Laboratory Technician,very_high,2659,Yes,high,one,better,3
37,No,Travel_Rarely,bachelors_degree,Other,high,high,three,Manufacturing Director,high,9434,No,high,one,better,10
29,No,Travel_Rarely,some_college,Medical,meduim,high,two,Sales Executive,high,5561,No,low,one,good,6
35,No,Travel_Rarely,masters_degree,Life Sciences,meduim,low,two,Research Scientist,very_high,6646,No,meduim,zero,better,17
33,No,Travel_Frequently,bachelors_degree,Life Sciences,high,high,two,Healthcare Representative,very_high,7725,No,high,one,bad,13
54,No,Travel_Rarely,masters_degree,Medical,high,high,three,Human Resources,meduim,10725,No,high,one,best,9
36,No,Travel_Rarely,some_college,Medical,meduim,meduim,two,Manufacturing Director,meduim,8847,Yes,high,one,better,3
27,No,Travel_Rarely,masters_degree,Medical,low,meduim,one,Research Scientist,very_high,2045,No,very_high,zero,better,4
20,Yes,Travel_Rarely,no_college,Medical,very_high,high,one,Research Scientist,high,1009,Yes,very_high,zero,better,1
33,Yes,Travel_Frequently,bachelors_degree,Life Sciences,low,high,one,Research Scientist,low,3348,Yes,low,zero,better,10
35,No,Non-Travel,bachelors_degree,Life Sciences,high,meduim,one,Laboratory Technician,high,1281,No,high,two,better,1
23,No,Travel_Rarely,bachelors_degree,Medical,low,very_high,one,Research Scientist,low,2819,No,low,one,best,3
25,No,Travel_Rarely,bachelors_degree,Life Sciences,very_high,very_high,two,Sales Executive,meduim,4851,No,high,one,better,3
38,No,Travel_Rarely,masters_degree,Marketing,very_high,meduim,two,Sales Executive,very_high,4028,No,low,zero,better,7
29,No,Travel_Frequently,masters_degree,Life Sciences,meduim,low,one,Research Scientist,very_high,2720,No,very_high,one,better,10
48,No,Travel_Rarely,no_college,Marketing,meduim,very_high,two,Sales Executive,meduim,8120,No,very_high,zero,better,2
27,No,Travel_Frequently,no_college,Medical,very_high,very_high,two,Sales Executive,very_high,4647,Yes,meduim,two,better,6
37,No,Travel_Rarely,some_college,Life Sciences,very_high,very_high,one,Research Scientist,very_high,4680,No,low,zero,better,1
50,No,Travel_Rarely,no_college,Medical,very_high,very_high,one,Laboratory Technician,high,3221,Yes,high,three,better,20
34,No,Travel_Rarely,bachelors_degree,Medical,very_high,meduim,three,Healthcare Representative,meduim,8621,No,meduim,zero,best,8
24,Yes,Travel_Rarely,some_college,Life Sciences,low,high,two,Sales Executive,high,4577,No,low,zero,better,2
39,No,Travel_Rarely,masters_degree,Technical Degree,very_high,meduim,two,Healthcare Representative,high,4553,No,low,zero,better,20
32,No,Travel_Rarely,bachelors_degree,Marketing,very_high,high,two,Sales Executive,very_high,5396,No,very_high,zero,good,10
50,Yes,Travel_Frequently,some_college,Technical Degree,meduim,high,two,Sales Executive,high,6796,Yes,low,one,better,4
38,No,Travel_Rarely,masters_degree,Life Sciences,meduim,very_high,two,Healthcare Representative,very_high,7625,No,high,zero,good,9
27,No,Travel_Rarely,some_college,Life Sciences,high,high,three,Manufacturing Director,low,7412,No,very_high,zero,better,9
32,No,Travel_Rarely,some_college,Life Sciences,high,high,three,Research Director,very_high,11159,No,very_high,zero,better,7
47,No,Travel_Rarely,masters_degree,Marketing,very_high,high,two,Sales Executive,low,4960,No,very_high,zero,better,7
40,No,Travel_Frequently,masters_degree,Life Sciences,very_high,meduim,three,Sales Executive,low,10475,Yes,high,one,better,18
53,No,Travel_Rarely,bachelors_degree,Life Sciences,high,very_high,four,Research Director,high,14814,No,high,zero,better,5
41,No,Travel_Rarely,masters_degree,Human Resources,meduim,meduim,five,Manager,very_high,19141,No,meduim,three,good,21
60,No,Travel_Rarely,masters_degree,Marketing,low,high,two,Sales Executive,low,5405,No,very_high,zero,better,2
27,No,Travel_Frequently,some_college,Life Sciences,very_high,high,three,Manufacturing Director,low,8793,No,high,two,good,9
41,No,Travel_Rarely,bachelors_degree,Human Resources,very_high,meduim,five,Manager,high,19189,No,meduim,one,better,22
50,No,Travel_Rarely,masters_degree,Marketing,very_high,high,one,Sales Representative,meduim,3875,No,very_high,one,better,2
28,Yes,Travel_Rarely,some_college,Life Sciences,low,low,one,Research Scientist,meduim,2216,Yes,very_high,zero,better,7
36,No,Non-Travel,bachelors_degree,Life Sciences,low,very_high,three,Research Director,low,11713,No,low,one,better,8
38,No,Travel_Rarely,bachelors_degree,Life Sciences,high,high,three,Manufacturing Director,high,7861,Yes,very_high,zero,best,1
44,No,Non-Travel,bachelors_degree,Medical,low,low,one,Laboratory Technician,high,3708,No,high,zero,better,5
47,No,Travel_Frequently,bachelors_degree,Medical,very_high,high,four,Sales Executive,high,13770,Yes,very_high,two,good,22
30,No,Travel_Rarely,Doctorate,Marketing,high,high,two,Sales Executive,very_high,5304,No,very_high,one,good,8
29,No,Travel_Rarely,bachelors_degree,Life Sciences,high,high,one,Sales Representative,high,2642,No,high,zero,better,1
42,Yes,Travel_Frequently,bachelors_degree,Medical,high,very_high,one,Research Scientist,high,2759,Yes,very_high,zero,better,2
43,No,Travel_Frequently,bachelors_degree,Life Sciences,very_high,meduim,two,Sales Executive,very_high,6804,No,high,one,better,2
34,No,Travel_Rarely,some_college,Medical,meduim,high,two,Healthcare Representative,high,6142,No,very_high,zero,better,5
23,No,Travel_Rarely,no_college,Medical,meduim,high,one,Laboratory Technician,low,2500,No,very_high,one,best,4
39,No,Travel_Rarely,bachelors_degree,Human Resources,high,very_high,two,Human Resources,meduim,6389,No,high,one,bad,8
56,No,Travel_Rarely,bachelors_degree,Medical,high,high,four,Healthcare Representative,very_high,11103,No,high,zero,good,10
40,No,Travel_Rarely,no_college,Medical,very_high,meduim,one,Research Scientist,very_high,2342,Yes,very_high,zero,good,4
27,No,Travel_Rarely,bachelors_degree,Medical,very_high,meduim,two,Healthcare Representative,low,6811,No,low,zero,bad,7
29,No,Travel_Rarely,bachelors_degree,Marketing,very_high,high,one,Sales Representative,meduim,2297,No,very_high,two,better,2
53,No,Travel_Rarely,bachelors_degree,Life Sciences,very_high,high,two,Laboratory Technician,very_high,2450,No,very_high,zero,better,2
35,No,Non-Travel,masters_degree,Life Sciences,very_high,high,two,Healthcare Representative,low,5093,No,low,one,best,1
32,No,Travel_Frequently,masters_degree,Life Sciences,low,high,two,Laboratory Technician,very_high,5309,No,very_high,two,better,10
38,No,Travel_Rarely,Doctorate,Medical,very_high,high,one,Research Scientist,high,3057,Yes,meduim,one,bad,1
34,No,Travel_Rarely,Doctorate,Life Sciences,meduim,high,two,Manufacturing Director,low,5121,No,high,one,better,0
33,Yes,Travel_Rarely,masters_degree,Other,very_high,high,one,Research Scientist,very_high,2686,Yes,high,zero,good,10
25,No,Travel_Rarely,no_college,Medical,high,high,two,Sales Executive,very_high,6180,No,meduim,zero,good,6
45,No,Travel_Rarely,some_college,Technical Degree,meduim,low,two,Sales Representative,high,6632,No,low,zero,better,8
23,No,Travel_Rarely,no_college,Medical,low,very_high,one,Research Scientist,high,3505,No,very_high,zero,better,2
47,Yes,Travel_Frequently,some_college,Life Sciences,meduim,very_high,two,Sales Executive,high,6397,Yes,very_high,zero,better,5
34,No,Travel_Rarely,bachelors_degree,Other,very_high,high,two,Sales Executive,very_high,6274,No,high,zero,better,6
55,Yes,Travel_Rarely,bachelors_degree,Medical,very_high,high,five,Manager,low,19859,Yes,very_high,one,better,5
36,No,Non-Travel,masters_degree,Life Sciences,low,meduim,three,Sales Executive,low,7587,No,meduim,zero,better,10
52,No,Non-Travel,masters_degree,Medical,very_high,high,one,Research Scientist,very_high,4258,No,low,one,better,4
26,No,Travel_Frequently,some_college,Life Sciences,low,low,one,Laboratory Technician,very_high,4364,No,low,one,better,2
29,No,Travel_Rarely,bachelors_degree,Medical,meduim,high,two,Healthcare Representative,high,4335,No,low,one,good,8
26,Yes,Travel_Rarely,bachelors_degree,Technical Degree,very_high,meduim,two,Sales Executive,low,5326,No,high,zero,good,4
34,No,Travel_Rarely,masters_degree,Life Sciences,meduim,very_high,one,Research Scientist,very_high,3280,No,high,zero,better,4
54,No,Travel_Rarely,masters_degree,Medical,very_high,high,two,Manufacturing Director,low,5485,Yes,meduim,two,better,5
27,No,Travel_Frequently,no_college,Marketing,high,high,two,Sales Executive,very_high,4342,No,meduim,one,better,4
37,No,Travel_Rarely,no_college,Life Sciences,very_high,high,one,Research Scientist,low,2782,Yes,meduim,two,good,5
38,No,Travel_Frequently,masters_degree,Life Sciences,low,very_high,two,Manufacturing Director,low,5980,Yes,very_high,zero,better,15
34,No,Travel_Rarely,masters_degree,Medical,high,meduim,one,Research Scientist,low,4381,No,high,zero,better,6
35,No,Travel_Rarely,masters_degree,Life Sciences,low,high,one,Sales Representative,very_high,2572,No,meduim,one,good,3
30,No,Travel_Rarely,bachelors_degree,Life Sciences,very_high,low,one,Laboratory Technician,high,3833,No,high,two,better,2
40,No,Travel_Frequently,some_college,Medical,high,very_high,two,Healthcare Representative,meduim,4244,No,very_high,one,better,8
34,No,Travel_Rarely,some_college,Life Sciences,high,high,two,Sales Executive,low,6500,No,meduim,one,better,3
42,No,Travel_Frequently,bachelors_degree,Life Sciences,meduim,high,five,Manager,very_high,18430,No,meduim,one,good,24
23,Yes,Travel_Rarely,bachelors_degree,Life Sciences,high,very_high,one,Laboratory Technician,low,1601,Yes,high,two,better,0
24,No,Non-Travel,bachelors_degree,Life Sciences,high,meduim,one,Laboratory Technician,meduim,2694,No,high,three,better,1
52,No,Travel_Rarely,masters_degree,Life Sciences,very_high,high,two,Laboratory Technician,high,3149,No,meduim,one,better,5
50,No,Travel_Rarely,bachelors_degree,Medical,high,high,four,Research Director,high,17639,No,very_high,zero,better,4
29,Yes,Travel_Rarely,some_college,Life Sciences,meduim,meduim,one,Laboratory Technician,low,2319,Yes,very_high,one,better,1
33,No,Travel_Rarely,bachelors_degree,Medical,high,high,three,Research Director,high,11691,No,very_high,zero,best,13
33,Yes,Travel_Rarely,bachelors_degree,Marketing,low,high,two,Sales Executive,low,5324,No,high,zero,better,3
47,No,Travel_Rarely,some_college,Other,high,high,four,Manager,very_high,16752,Yes,high,one,good,26
36,No,Travel_Rarely,bachelors_degree,Other,high,high,two,Manufacturing Director,meduim,5228,No,low,one,better,9
29,No,Travel_Rarely,some_college,Life Sciences,high,very_high,one,Research Scientist,high,2700,No,high,one,better,10
35,No,Travel_Rarely,masters_degree,Life Sciences,very_high,very_high,one,Research Scientist,high,2506,No,high,zero,better,2
42,No,Travel_Rarely,some_college,Life Sciences,very_high,meduim,two,Manufacturing Director,very_high,6062,Yes,very_high,one,better,4
28,Yes,Travel_Rarely,masters_degree,Medical,high,high,one,Research Scientist,high,4382,No,very_high,zero,good,2
36,No,Travel_Rarely,bachelors_degree,Human Resources,high,high,one,Human Resources,meduim,2143,No,meduim,one,better,5
32,No,Travel_Rarely,bachelors_degree,Life Sciences,high,meduim,two,Manufacturing Director,high,6162,No,high,one,better,14
40,No,Travel_Frequently,masters_degree,Medical,low,meduim,two,Laboratory Technician,high,5094,No,very_high,zero,better,1
30,No,Travel_Rarely,bachelors_degree,Medical,high,meduim,two,Manufacturing Director,very_high,6877,Yes,meduim,zero,good,0
45,No,Travel_Rarely,bachelors_degree,Life Sciences,meduim,meduim,one,Research Scientist,high,2274,No,very_high,zero,better,1
42,No,Travel_Rarely,bachelors_degree,Life Sciences,meduim,high,two,Manufacturing Director,meduim,4434,No,very_high,one,good,9
38,No,Travel_Frequently,bachelors_degree,Life Sciences,low,meduim,two,Healthcare Representative,low,6288,No,high,one,good,4
34,No,Travel_Frequently,masters_degree,Life Sciences,high,meduim,one,Research Scientist,very_high,2553,No,high,zero,better,5
49,Yes,Travel_Rarely,bachelors_degree,Marketing,high,high,three,Sales Executive,very_high,7654,No,low,two,best,9
55,Yes,Travel_Rarely,no_college,Medical,high,high,two,Sales Executive,very_high,5160,No,high,zero,good,9
43,No,Travel_Rarely,some_college,Life Sciences,meduim,high,four,Research Director,low,17159,No,high,one,better,4
27,No,Travel_Rarely,no_college,Technical Degree,high,meduim,three,Research Director,very_high,12808,Yes,meduim,one,better,9
35,No,Travel_Rarely,bachelors_degree,Other,high,high,three,Manufacturing Director,high,10221,No,meduim,zero,best,8
28,No,Travel_Rarely,masters_degree,Marketing,meduim,high,two,Sales Executive,meduim,4779,Yes,low,zero,better,8
34,No,Travel_Rarely,some_college,Human Resources,high,high,one,Human Resources,very_high,3737,No,high,one,bad,3
26,Yes,Travel_Frequently,some_college,Medical,high,meduim,one,Research Scientist,high,2366,Yes,low,one,better,8
27,No,Non-Travel,bachelors_degree,Medical,very_high,high,one,Research Scientist,very_high,1706,No,high,three,good,0
51,No,Travel_Rarely,masters_degree,Marketing,low,high,four,Manager,high,16307,No,high,one,good,20
44,No,Travel_Rarely,bachelors_degree,Medical,very_high,high,two,Healthcare Representative,meduim,5933,No,very_high,zero,good,5
25,No,Travel_Rarely,no_college,Medical,low,very_high,one,Research Scientist,low,3424,No,high,zero,good,4
33,No,Travel_Rarely,bachelors_degree,Medical,low,very_high,two,Sales Executive,low,4037,No,low,one,better,9
35,No,Travel_Rarely,no_college,Medical,high,meduim,one,Research Scientist,low,2559,No,very_high,zero,good,6
36,No,Travel_Rarely,some_college,Life Sciences,meduim,high,two,Sales Executive,very_high,6201,Yes,very_high,one,good,18
32,No,Travel_Rarely,masters_degree,Life Sciences,meduim,high,two,Sales Executive,very_high,4403,No,high,one,good,5
30,No,Travel_Frequently,masters_degree,Life Sciences,meduim,meduim,one,Research Scientist,very_high,3761,No,meduim,one,good,5
53,No,Travel_Rarely,some_college,Marketing,low,meduim,three,Sales Executive,very_high,10934,Yes,very_high,one,better,5
45,No,Travel_Rarely,bachelors_degree,Marketing,very_high,high,three,Sales Executive,low,10761,Yes,high,one,better,5
32,No,Travel_Rarely,some_college,Medical,high,very_high,two,Research Scientist,high,5175,No,high,one,good,5
52,No,Travel_Frequently,masters_degree,Medical,high,meduim,four,Manufacturing Director,very_high,13826,No,high,zero,better,9
37,No,Travel_Rarely,masters_degree,Marketing,very_high,meduim,two,Sales Executive,high,6334,No,very_high,two,better,1
28,No,Travel_Rarely,some_college,Medical,meduim,meduim,one,Human Resources,very_high,4936,No,very_high,one,better,5
22,No,Travel_Rarely,some_college,Life Sciences,very_high,meduim,two,Manufacturing Director,very_high,4775,No,low,two,bad,2
44,No,Travel_Rarely,masters_degree,Life Sciences,low,very_high,one,Laboratory Technician,very_high,2818,Yes,high,one,good,3
42,No,Travel_Frequently,no_college,Medical,meduim,high,one,Research Scientist,very_high,2515,Yes,very_high,zero,better,2
36,No,Travel_Rarely,bachelors_degree,Life Sciences,low,meduim,one,Human Resources,low,2342,No,high,zero,better,5
25,No,Travel_Rarely,no_college,Other,high,high,two,Sales Executive,low,4194,Yes,very_high,zero,better,5
35,No,Travel_Rarely,bachelors_degree,Life Sciences,very_high,meduim,three,Manufacturing Director,high,10685,Yes,meduim,one,better,17
35,Yes,Travel_Frequently,masters_degree,Life Sciences,very_high,high,one,Research Scientist,meduim,2022,Yes,low,one,good,10
32,No,Non-Travel,bachelors_degree,Life Sciences,very_high,high,one,Laboratory Technician,very_high,2314,No,meduim,one,better,3
25,No,Travel_Rarely,no_college,Marketing,high,meduim,two,Sales Executive,low,4256,No,low,zero,best,5
49,No,Travel_Rarely,bachelors_degree,Technical Degree,high,high,one,Research Scientist,low,3580,No,meduim,one,better,4
24,No,Non-Travel,no_college,Life Sciences,low,meduim,one,Laboratory Technician,very_high,3162,No,very_high,zero,good,5
32,No,Travel_Frequently,some_college,Life Sciences,meduim,high,two,Sales Executive,meduim,6524,No,very_high,one,better,10
38,No,Travel_Rarely,bachelors_degree,Marketing,meduim,meduim,one,Sales Representative,meduim,2899,No,very_high,one,better,2
42,No,Travel_Rarely,bachelors_degree,Life Sciences,high,very_high,two,Laboratory Technician,very_high,5231,Yes,meduim,one,good,5
31,No,Travel_Rarely,masters_degree,Life Sciences,very_high,high,one,Research Scientist,very_high,2356,Yes,meduim,one,better,6
29,Yes,Travel_Rarely,bachelors_degree,Medical,meduim,meduim,one,Sales Representative,high,2800,Yes,high,three,better,3
53,No,Travel_Rarely,bachelors_degree,Marketing,low,high,four,Sales Executive,very_high,11836,No,high,one,better,2
35,No,Travel_Rarely,bachelors_degree,Technical Degree,very_high,meduim,three,Manufacturing Director,meduim,10903,No,low,zero,better,13
37,No,Travel_Frequently,some_college,Medical,high,high,one,Sales Representative,very_high,2973,No,meduim,one,better,5
53,No,Travel_Rarely,masters_degree,Life Sciences,very_high,high,four,Research Director,very_high,14275,No,high,zero,better,12
43,No,Travel_Frequently,bachelors_degree,Life Sciences,very_high,high,two,Healthcare Representative,very_high,5562,No,meduim,one,good,5
47,No,Travel_Rarely,some_college,Marketing,high,high,two,Sales Executive,very_high,4537,Yes,low,one,better,7
37,No,Non-Travel,some_college,Medical,low,high,three,Sales Executive,meduim,7642,Yes,very_high,zero,better,10
39,No,Travel_Rarely,bachelors_degree,Life Sciences,very_high,meduim,two,Human Resources,very_high,5204,No,high,two,better,5
33,No,Travel_Rarely,some_college,Human Resources,very_high,high,one,Human Resources,meduim,2277,Yes,high,one,best,4
32,Yes,Travel_Rarely,masters_degree,Life Sciences,low,high,one,Laboratory Technician,very_high,2795,Yes,high,zero,bad,1
29,No,Travel_Rarely,no_college,Medical,low,meduim,one,Laboratory Technician,very_high,2532,No,high,three,better,4
44,No,Travel_Rarely,some_college,Life Sciences,meduim,high,one,Research Scientist,low,2559,Yes,very_high,zero,better,8
28,No,Travel_Rarely,masters_degree,Medical,low,high,two,Sales Executive,very_high,4908,No,meduim,zero,better,4
58,Yes,Travel_Frequently,no_college,Life Sciences,very_high,meduim,one,Laboratory Technician,very_high,2380,Yes,very_high,one,good,1
43,No,Travel_Rarely,bachelors_degree,Life Sciences,low,high,two,Manufacturing Director,meduim,4765,No,high,one,best,1
20,Yes,Travel_Rarely,bachelors_degree,Medical,high,meduim,one,Sales Representative,high,2044,No,very_high,zero,good,2
21,Yes,Travel_Rarely,no_college,Other,very_high,high,one,Research Scientist,very_high,2693,No,low,zero,good,1
36,No,Travel_Rarely,no_college,Life Sciences,high,high,two,Healthcare Representative,very_high,6586,Yes,low,one,good,16
47,No,Travel_Rarely,masters_degree,Life Sciences,very_high,meduim,one,Sales Representative,very_high,3294,Yes,low,zero,good,3
22,Yes,Travel_Rarely,no_college,Life Sciences,meduim,high,two,Manufacturing Director,high,4171,Yes,low,one,best,3
41,Yes,Travel_Rarely,masters_degree,Life Sciences,meduim,low,one,Laboratory Technician,very_high,2778,Yes,high,one,good,7
28,No,Travel_Rarely,bachelors_degree,Medical,high,high,one,Research Scientist,high,2377,No,meduim,one,better,2
39,Yes,Travel_Rarely,bachelors_degree,Medical,very_high,high,one,Laboratory Technician,low,2404,Yes,very_high,zero,bad,2
27,No,Travel_Rarely,bachelors_degree,Life Sciences,meduim,high,one,Research Scientist,high,2318,No,high,zero,better,1
34,No,Travel_Rarely,bachelors_degree,Life Sciences,meduim,high,one,Laboratory Technician,meduim,2008,No,meduim,two,better,1
42,No,Travel_Rarely,some_college,Medical,high,meduim,two,Sales Executive,high,6244,No,low,zero,better,5
33,No,Travel_Rarely,masters_degree,Other,high,meduim,one,Research Scientist,low,2799,Yes,meduim,zero,better,3
58,No,Travel_Rarely,bachelors_degree,Technical Degree,high,meduim,three,Healthcare Representative,meduim,10552,Yes,very_high,one,better,6
31,No,Travel_Rarely,masters_degree,Life Sciences,meduim,meduim,one,Sales Representative,high,2329,No,meduim,zero,best,7
35,No,Travel_Rarely,no_college,Life Sciences,very_high,high,two,Healthcare Representative,very_high,4014,Yes,very_high,one,bad,10
49,No,Travel_Rarely,some_college,Other,low,high,three,Laboratory Technician,meduim,7403,No,high,one,good,26
48,No,Travel_Rarely,masters_degree,Medical,very_high,high,one,Research Scientist,high,2259,No,low,two,good,0
31,No,Non-Travel,some_college,Marketing,very_high,high,two,Sales Executive,high,6932,No,very_high,one,good,9
36,No,Travel_Rarely,masters_degree,Other,meduim,high,one,Research Scientist,very_high,4678,No,high,zero,better,6
38,No,Travel_Rarely,bachelors_degree,Technical Degree,very_high,high,three,Research Director,low,13582,No,meduim,one,better,15
32,No,Non-Travel,bachelors_degree,Life Sciences,high,meduim,one,Laboratory Technician,meduim,2332,No,high,zero,better,3
25,Yes,Travel_Rarely,some_college,Marketing,high,meduim,one,Sales Representative,meduim,2413,Yes,high,three,better,1
40,No,Travel_Rarely,masters_degree,Marketing,low,meduim,three,Sales Executive,meduim,9705,No,meduim,one,good,1
26,No,Travel_Frequently,bachelors_degree,Medical,high,meduim,two,Sales Executive,low,4294,No,meduim,zero,better,7
41,No,Travel_Rarely,bachelors_degree,Medical,very_high,high,one,Laboratory Technician,low,4721,Yes,high,zero,better,18
36,No,Travel_Rarely,masters_degree,Medical,high,high,one,Laboratory Technician,high,2519,No,high,zero,better,11
19,Yes,Travel_Rarely,bachelors_degree,Other,very_high,meduim,one,Sales Representative,meduim,2121,Yes,meduim,zero,best,1
20,Yes,Travel_Rarely,bachelors_degree,Technical Degree,low,high,one,Laboratory Technician,low,2973,No,meduim,zero,better,1
31,No,Travel_Rarely,bachelors_degree,Medical,very_high,high,two,Healthcare Representative,very_high,5855,Yes,high,two,bad,9
40,No,Travel_Frequently,masters_degree,Medical,very_high,high,one,Research Scientist,meduim,3617,Yes,very_high,one,better,1
32,No,Travel_Rarely,masters_degree,Medical,high,high,two,Manufacturing Director,low,6725,No,high,one,best,8
36,Yes,Travel_Rarely,no_college,Life Sciences,high,meduim,three,Sales Executive,very_high,10325,Yes,low,one,better,16
33,No,Travel_Rarely,bachelors_degree,Life Sciences,meduim,meduim,two,Healthcare Representative,very_high,6949,No,low,zero,better,5
37,Yes,Travel_Rarely,masters_degree,Life Sciences,low,meduim,three,Sales Executive,high,10609,No,high,zero,bad,14
45,No,Non-Travel,some_college,Life Sciences,high,high,two,Laboratory Technician,meduim,4447,No,meduim,zero,good,9
29,No,Travel_Frequently,bachelors_degree,Technical Degree,high,high,one,Sales Representative,very_high,2157,No,meduim,one,better,3
35,No,Travel_Rarely,bachelors_degree,Medical,high,high,two,Sales Executive,high,4601,No,meduim,zero,better,5
52,No,Travel_Rarely,some_college,Life Sciences,very_high,high,four,Manager,very_high,17099,No,meduim,one,good,9
58,Yes,Travel_Rarely,bachelors_degree,Technical Degree,very_high,high,one,Research Scientist,high,2479,No,low,zero,better,1
53,No,Travel_Rarely,some_college,Medical,high,high,four,Manager,high,14852,No,high,one,best,17
30,No,Travel_Rarely,some_college,Other,high,high,three,Sales Executive,high,7264,No,low,one,best,8
38,No,Non-Travel,bachelors_degree,Technical Degree,high,high,two,Sales Executive,very_high,5666,Yes,meduim,zero,better,5
35,No,Travel_Rarely,masters_degree,Life Sciences,very_high,high,three,Sales Executive,very_high,7823,No,meduim,one,better,10
39,No,Travel_Rarely,Doctorate,Life Sciences,low,very_high,three,Sales Executive,high,7880,No,very_high,zero,better,8
40,Yes,Non-Travel,bachelors_degree,Life Sciences,meduim,very_high,four,Sales Executive,meduim,13194,Yes,very_high,zero,good,1
47,No,Travel_Frequently,masters_degree,Medical,high,very_high,two,Manufacturing Director,high,5067,Yes,high,zero,best,19
36,No,Non-Travel,masters_degree,Technical Degree,low,high,two,Sales Executive,very_high,5079,No,very_high,two,better,7
31,Yes,Non-Travel,some_college,Medical,high,meduim,one,Research Scientist,low,2321,Yes,low,zero,better,3
33,No,Non-Travel,bachelors_degree,Life Sciences,very_high,high,four,Manager,high,17444,No,very_high,zero,better,10
29,Yes,Travel_Rarely,bachelors_degree,Life Sciences,very_high,meduim,one,Research Scientist,low,2404,Yes,high,zero,better,0
33,No,Travel_Rarely,no_college,Life Sciences,meduim,high,one,Research Scientist,very_high,3452,No,low,zero,better,3
45,No,Travel_Rarely,masters_degree,Medical,very_high,high,one,Laboratory Technician,very_high,2270,No,very_high,two,better,5
50,No,Travel_Rarely,some_college,Medical,very_high,high,four,Research Director,very_high,17399,No,high,one,good,5
33,No,Travel_Frequently,masters_degree,Other,high,very_high,two,Healthcare Representative,meduim,5488,Yes,low,one,better,6
41,No,Travel_Frequently,bachelors_degree,Medical,low,high,five,Research Director,high,19419,No,meduim,one,best,18
27,No,Travel_Rarely,masters_degree,Technical Degree,high,high,one,Laboratory Technician,meduim,2811,No,meduim,one,better,2
45,No,Non-Travel,some_college,Life Sciences,very_high,high,two,Laboratory Technician,low,3633,Yes,high,one,better,9
47,No,Travel_Rarely,some_college,Life Sciences,very_high,high,two,Sales Executive,very_high,4163,Yes,high,zero,better,9
30,Yes,Travel_Rarely,bachelors_degree,Life Sciences,low,high,one,Research Scientist,high,2132,Yes,meduim,zero,better,5
50,No,Travel_Rarely,bachelors_degree,Life Sciences,very_high,high,four,Manufacturing Director,high,13973,Yes,very_high,one,better,12
38,No,Travel_Frequently,no_college,Medical,high,high,one,Research Scientist,high,2684,No,meduim,one,good,2
46,No,Travel_Rarely,some_college,Medical,very_high,high,three,Manufacturing Director,high,10845,No,meduim,one,better,8
24,No,Travel_Rarely,no_college,Medical,very_high,meduim,two,Manufacturing Director,high,4377,No,meduim,two,better,4
