Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
48,No,Travel_Rarely,277,Research & Development,6,bachelors_degree,Life Sciences,low,Male,97,meduim,two,Healthcare Representative,high,Single,4240,13119,2,No,13,Excellent,very_high,zero,19,0,better,2,2,2,2
48,No,Travel_Rarely,1355,Research & Development,4,masters_degree,Life Sciences,high,Male,78,meduim,three,Healthcare Representative,high,Single,10999,22245,7,No,14,Excellent,meduim,zero,27,3,better,15,11,4,8
41,No,Travel_Rarely,549,Research & Development,7,some_college,Medical,very_high,Female,42,high,two,Manufacturing Director,high,Single,5003,23371,6,No,14,Excellent,meduim,zero,8,6,better,2,2,2,1
39,No,Travel_Rarely,466,Research & Development,1,no_college,Life Sciences,very_high,Female,65,meduim,four,Manufacturing Director,very_high,Married,12742,7060,1,No,16,Excellent,high,one,21,3,better,21,6,11,8
27,No,Travel_Rarely,1055,Research & Development,2,masters_degree,Life Sciences,low,Female,47,high,two,Manufacturing Director,very_high,Married,4227,4658,0,No,18,Excellent,meduim,one,4,2,better,3,2,2,2
35,No,Travel_Rarely,802,Research & Development,10,bachelors_degree,Other,meduim,Male,45,high,one,Laboratory Technician,very_high,Divorced,3917,9541,1,No,20,Outstanding,low,one,3,4,good,3,2,1,2
42,No,Travel_Rarely,265,Sales,5,some_college,Marketing,very_high,Male,90,high,five,Manager,high,Married,18303,7770,6,No,13,Excellent,meduim,zero,21,3,best,1,0,0,0
50,No,Travel_Rarely,804,Research & Development,9,bachelors_degree,Life Sciences,low,Male,64,high,one,Laboratory Technician,very_high,Married,2380,20165,4,No,18,Excellent,meduim,zero,8,5,better,1,0,0,0
59,No,Travel_Rarely,715,Research & Development,2,bachelors_degree,Life Sciences,high,Female,69,meduim,four,Manufacturing Director,very_high,Single,13726,21829,3,Yes,13,Excellent,low,zero,30,4,better,5,3,4,3
37,Yes,Travel_Rarely,1141,Research & Development,11,some_college,Medical,low,Female,61,low,two,Healthcare Representative,meduim,Married,4777,14382,5,No,15,Excellent,low,zero,15,2,bad,1,0,0,0
55,No,Travel_Frequently,135,Research & Development,18,masters_degree,Medical,high,Male,62,high,two,Healthcare Representative,meduim,Married,6385,12992,3,Yes,14,Excellent,very_high,two,17,3,better,8,7,6,7
41,No,Non-Travel,247,Research & Development,7,no_college,Life Sciences,meduim,Female,55,low,five,Research Director,high,Divorced,19973,20284,1,No,22,Outstanding,meduim,two,21,3,better,21,16,5,10
38,No,Travel_Rarely,1035,Sales,3,masters_degree,Life Sciences,meduim,Male,42,high,two,Sales Executive,very_high,Single,6861,4981,8,Yes,12,Excellent,high,zero,19,1,better,1,0,0,0
26,Yes,Non-Travel,265,Sales,29,some_college,Medical,meduim,Male,79,low,two,Sales Executive,low,Single,4969,21813,8,No,18,Excellent,very_high,zero,7,6,better,2,2,2,2
52,Yes,Travel_Rarely,266,Sales,2,no_college,Marketing,low,Female,57,low,five,Manager,very_high,Married,19845,25846,1,No,15,Excellent,very_high,one,33,3,better,32,14,6,9
44,No,Travel_Rarely,1448,Sales,28,bachelors_degree,Medical,very_high,Female,53,very_high,four,Sales Executive,very_high,Married,13320,11737,3,Yes,18,Excellent,high,one,23,2,better,12,11,11,11
50,No,Non-Travel,145,Sales,1,bachelors_degree,Life Sciences,very_high,Female,95,high,two,Sales Executive,high,Married,6347,24920,0,No,12,Excellent,low,one,19,3,better,18,7,0,13
36,Yes,Travel_Rarely,885,Research & Development,16,masters_degree,Life Sciences,high,Female,43,very_high,one,Laboratory Technician,low,Single,2743,8269,1,No,16,Excellent,high,zero,18,1,better,17,13,15,14
39,No,Travel_Frequently,945,Research & Development,22,bachelors_degree,Medical,very_high,Female,82,high,three,Manufacturing Director,low,Single,10880,5083,1,Yes,13,Excellent,high,zero,21,2,better,21,6,2,8
33,No,Non-Travel,1038,Sales,8,no_college,Life Sciences,meduim,Female,88,meduim,one,Sales Representative,very_high,Single,2342,21437,0,No,19,Excellent,very_high,zero,3,2,good,2,2,2,2
45,No,Travel_Rarely,1234,Sales,11,some_college,Life Sciences,very_high,Female,90,high,four,Manager,very_high,Married,17650,5404,3,No,13,Excellent,meduim,one,26,4,best,9,3,1,1
32,No,Non-Travel,1109,Research & Development,29,masters_degree,Medical,very_high,Female,69,high,one,Laboratory Technician,high,Single,4025,11135,9,No,12,Excellent,meduim,zero,10,2,better,8,7,7,7
34,No,Travel_Rarely,216,Sales,1,masters_degree,Marketing,meduim,Male,75,very_high,two,Sales Executive,very_high,Divorced,9725,12278,0,No,11,Excellent,very_high,one,16,2,good,15,1,0,9
59,No,Travel_Rarely,1089,Sales,1,some_college,Technical Degree,meduim,Male,66,high,three,Manager,very_high,Married,11904,11038,3,Yes,14,Excellent,high,one,14,1,bad,6,4,0,4
45,No,Travel_Rarely,788,Human Resources,24,masters_degree,Medical,meduim,Male,36,high,one,Human Resources,meduim,Single,2177,8318,1,No,16,Excellent,low,zero,6,3,better,6,3,0,4
53,No,Travel_Frequently,124,Sales,2,bachelors_degree,Marketing,high,Female,38,meduim,three,Sales Executive,meduim,Married,7525,23537,2,No,12,Excellent,low,one,30,2,better,15,7,6,12
36,Yes,Travel_Rarely,660,Research & Development,15,bachelors_degree,Other,low,Male,81,high,two,Laboratory Technician,high,Divorced,4834,7858,7,No,14,Excellent,meduim,one,9,3,good,1,0,0,0
26,Yes,Travel_Frequently,342,Research & Development,2,bachelors_degree,Life Sciences,low,Male,57,high,one,Research Scientist,low,Married,2042,15346,6,Yes,14,Excellent,meduim,one,6,2,better,3,2,1,2
34,No,Travel_Rarely,1333,Sales,10,masters_degree,Life Sciences,high,Female,87,high,one,Sales Representative,high,Married,2220,18410,1,Yes,19,Excellent,very_high,one,1,2,better,1,1,0,0
28,No,Travel_Rarely,1144,Sales,10,no_college,Medical,very_high,Male,74,high,one,Sales Representative,meduim,Married,1052,23384,1,No,22,Outstanding,meduim,zero,1,5,better,1,0,0,0
38,No,Travel_Frequently,1186,Research & Development,3,masters_degree,Other,high,Male,44,high,one,Research Scientist,high,Married,2821,2997,3,No,16,Excellent,low,one,8,2,better,2,2,2,2
50,No,Travel_Rarely,1464,Research & Development,2,masters_degree,Medical,meduim,Male,62,high,five,Research Director,high,Married,19237,12853,2,Yes,11,Excellent,very_high,one,29,2,good,8,1,7,7
37,No,Travel_Rarely,124,Research & Development,3,bachelors_degree,Other,very_high,Female,35,high,two,Healthcare Representative,meduim,Single,4107,13848,3,No,15,Excellent,low,zero,8,3,good,4,3,0,1
40,No,Travel_Rarely,300,Sales,26,bachelors_degree,Marketing,high,Male,74,high,two,Sales Executive,low,Married,8396,22217,1,No,14,Excellent,meduim,one,8,3,good,7,7,7,5
26,No,Travel_Frequently,921,Research & Development,1,no_college,Medical,low,Female,66,meduim,one,Research Scientist,high,Divorced,2007,25265,1,No,13,Excellent,high,two,5,5,better,5,3,1,3
46,No,Travel_Rarely,430,Research & Development,1,masters_degree,Medical,very_high,Male,40,high,five,Research Director,very_high,Divorced,19627,21445,9,No,17,Excellent,very_high,two,23,0,better,2,2,2,2
54,No,Travel_Rarely,1082,Sales,2,masters_degree,Life Sciences,high,Female,41,meduim,three,Sales Executive,high,Married,10686,8392,6,No,11,Excellent,meduim,one,13,4,better,9,4,7,0
56,No,Travel_Frequently,1240,Research & Development,9,bachelors_degree,Medical,low,Female,63,high,one,Research Scientist,high,Married,2942,12154,2,No,19,Excellent,meduim,one,18,4,better,5,4,0,3
36,No,Travel_Rarely,796,Research & Development,12,Doctorate,Medical,very_high,Female,51,meduim,three,Manufacturing Director,very_high,Single,8858,15669,0,No,11,Excellent,meduim,zero,15,2,good,14,8,7,8
55,No,Non-Travel,444,Research & Development,2,no_college,Medical,high,Male,40,meduim,four,Manager,low,Single,16756,17323,7,No,15,Excellent,meduim,zero,31,3,best,9,7,6,2
43,No,Travel_Rarely,415,Sales,25,bachelors_degree,Medical,high,Male,79,meduim,three,Sales Executive,very_high,Divorced,10798,5268,5,No,13,Excellent,high,one,18,5,better,1,0,0,0
20,Yes,Travel_Frequently,769,Sales,9,bachelors_degree,Marketing,very_high,Female,54,high,one,Sales Representative,very_high,Single,2323,17205,1,Yes,14,Excellent,meduim,zero,2,3,better,2,2,0,2
21,Yes,Travel_Rarely,1334,Research & Development,10,bachelors_degree,Life Sciences,high,Female,36,meduim,one,Laboratory Technician,low,Single,1416,17258,1,No,13,Excellent,low,zero,1,6,good,1,0,1,0
46,No,Travel_Rarely,1003,Research & Development,8,masters_degree,Life Sciences,very_high,Female,74,meduim,two,Research Scientist,low,Divorced,4615,21029,8,Yes,23,Outstanding,low,three,19,2,better,16,13,1,7
51,Yes,Travel_Rarely,1323,Research & Development,4,masters_degree,Life Sciences,low,Male,34,high,one,Research Scientist,high,Married,2461,10332,9,Yes,12,Excellent,high,three,18,2,best,10,0,2,7
28,Yes,Non-Travel,1366,Research & Development,24,some_college,Technical Degree,meduim,Male,72,meduim,three,Healthcare Representative,low,Single,8722,12355,1,No,12,Excellent,low,zero,10,2,good,10,7,1,9
26,No,Travel_Rarely,192,Research & Development,1,some_college,Medical,low,Male,59,meduim,one,Laboratory Technician,low,Married,3955,11141,1,No,16,Excellent,low,two,6,2,better,5,3,1,3
30,No,Travel_Rarely,1176,Research & Development,20,bachelors_degree,Other,high,Male,85,high,two,Manufacturing Director,low,Married,9957,9096,0,No,15,Excellent,high,one,7,1,good,6,2,0,2
41,No,Travel_Rarely,509,Research & Development,7,some_college,Technical Degree,meduim,Female,43,very_high,one,Research Scientist,high,Married,3376,18863,1,No,13,Excellent,high,zero,10,3,better,10,6,0,8
38,No,Travel_Rarely,330,Research & Development,17,no_college,Life Sciences,high,Female,65,meduim,three,Healthcare Representative,high,Married,8823,24608,0,No,18,Excellent,low,one,20,4,good,19,9,1,9
40,No,Travel_Rarely,1492,Research & Development,20,masters_degree,Technical Degree,low,Male,61,high,three,Healthcare Representative,very_high,Married,10322,26542,4,No,20,Outstanding,very_high,one,14,6,better,11,10,11,1
27,No,Non-Travel,1277,Research & Development,8,Doctorate,Life Sciences,low,Male,87,low,one,Laboratory Technician,high,Married,4621,5869,1,No,19,Excellent,very_high,three,3,4,better,3,2,1,2
55,No,Travel_Frequently,1091,Research & Development,2,no_college,Life Sciences,very_high,Male,65,high,three,Manufacturing Director,meduim,Married,10976,15813,3,No,18,Excellent,meduim,one,23,4,better,3,2,1,2
28,No,Travel_Rarely,857,Research & Development,10,bachelors_degree,Other,high,Female,59,high,two,Research Scientist,high,Single,3660,7909,3,No,13,Excellent,very_high,zero,10,4,best,8,7,1,7
44,Yes,Travel_Rarely,1376,Human Resources,1,some_college,Medical,meduim,Male,91,meduim,three,Human Resources,low,Married,10482,2326,9,No,14,Excellent,very_high,one,24,1,better,20,6,3,6
33,No,Travel_Rarely,654,Research & Development,5,bachelors_degree,Life Sciences,very_high,Male,34,meduim,three,Healthcare Representative,very_high,Divorced,7119,21214,4,No,15,Excellent,high,one,9,2,better,3,2,1,2
35,Yes,Travel_Rarely,1204,Sales,4,bachelors_degree,Technical Degree,very_high,Male,86,high,three,Sales Executive,low,Single,9582,10333,0,Yes,22,Outstanding,low,zero,9,2,better,8,7,4,7
33,Yes,Travel_Frequently,827,Research & Development,29,masters_degree,Medical,low,Female,54,meduim,two,Research Scientist,high,Single,4508,3129,1,No,22,Outstanding,meduim,zero,14,4,better,13,7,3,8
28,No,Travel_Rarely,895,Research & Development,15,some_college,Life Sciences,low,Male,50,high,one,Laboratory Technician,high,Divorced,2207,22482,1,No,16,Excellent,very_high,one,4,5,good,4,2,2,2
34,No,Travel_Frequently,618,Research & Development,3,no_college,Life Sciences,low,Male,45,high,two,Healthcare Representative,very_high,Single,7756,22266,0,No,17,Excellent,high,zero,7,1,good,6,2,0,4
37,No,Travel_Rarely,309,Sales,10,masters_degree,Life Sciences,very_high,Female,88,meduim,two,Sales Executive,very_high,Divorced,6694,24223,2,Yes,14,Excellent,high,three,8,5,better,1,0,0,0
25,Yes,Travel_Rarely,1219,Research & Development,4,no_college,Technical Degree,very_high,Male,32,high,one,Laboratory Technician,very_high,Married,3691,4605,1,Yes,15,Excellent,meduim,one,7,3,best,7,7,5,6
26,Yes,Travel_Rarely,1330,Research & Development,21,bachelors_degree,Medical,low,Male,37,high,one,Laboratory Technician,high,Divorced,2377,19373,1,No,20,Outstanding,high,one,1,0,good,1,1,0,0
33,Yes,Travel_Rarely,1017,Research & Development,25,bachelors_degree,Medical,low,Male,55,meduim,one,Research Scientist,meduim,Single,2313,2993,4,Yes,20,Outstanding,meduim,zero,5,0,better,2,2,2,2
42,No,Travel_Rarely,469,Research & Development,2,some_college,Medical,very_high,Male,35,high,four,Manager,low,Married,17665,14399,0,No,17,Excellent,very_high,one,23,3,better,22,6,13,7
28,Yes,Travel_Frequently,1009,Research & Development,1,bachelors_degree,Medical,low,Male,45,meduim,one,Laboratory Technician,meduim,Divorced,2596,7160,1,No,15,Excellent,low,two,1,2,better,1,0,0,0
50,Yes,Travel_Frequently,959,Sales,1,masters_degree,Other,very_high,Male,81,high,two,Sales Executive,high,Single,4728,17251,3,Yes,14,Excellent,very_high,zero,5,4,better,0,0,0,0
33,No,Travel_Frequently,970,Sales,7,bachelors_degree,Life Sciences,very_high,Female,30,high,two,Sales Executive,meduim,Married,4302,13401,0,No,17,Excellent,high,one,4,3,better,3,2,0,2
34,No,Non-Travel,697,Research & Development,3,masters_degree,Life Sciences,high,Male,40,meduim,one,Research Scientist,very_high,Married,2979,22478,3,No,17,Excellent,very_high,three,6,2,better,0,0,0,0
48,No,Non-Travel,1262,Research & Development,1,masters_degree,Medical,low,Male,35,very_high,four,Manager,very_high,Single,16885,16154,2,No,22,Outstanding,high,zero,27,3,good,5,4,2,1
45,No,Non-Travel,1050,Sales,9,masters_degree,Life Sciences,meduim,Female,65,meduim,two,Sales Executive,high,Married,5593,17970,1,No,13,Excellent,very_high,one,15,2,better,15,10,4,12
52,No,Travel_Rarely,994,Research & Development,7,masters_degree,Life Sciences,meduim,Male,87,high,three,Healthcare Representative,meduim,Single,10445,15322,7,No,19,Excellent,very_high,zero,18,4,better,8,6,4,0
38,No,Travel_Rarely,770,Sales,10,masters_degree,Marketing,high,Male,73,meduim,three,Sales Executive,high,Divorced,8740,5569,0,Yes,14,Excellent,meduim,two,9,2,better,8,7,2,7
29,No,Travel_Rarely,1107,Research & Development,28,masters_degree,Life Sciences,high,Female,93,high,one,Research Scientist,very_high,Divorced,2514,26968,4,No,22,Outstanding,low,one,11,1,better,7,5,1,7
28,No,Travel_Rarely,950,Research & Development,3,bachelors_degree,Medical,very_high,Female,93,high,three,Manufacturing Director,meduim,Divorced,7655,8039,0,No,17,Excellent,meduim,three,10,3,good,9,7,1,7
46,No,Travel_Rarely,406,Sales,3,no_college,Marketing,low,Male,52,high,four,Manager,high,Married,17465,15596,3,No,12,Excellent,very_high,one,23,3,better,12,9,4,9
38,No,Travel_Rarely,130,Sales,2,some_college,Marketing,very_high,Male,32,high,three,Sales Executive,meduim,Single,7351,20619,7,No,16,Excellent,high,zero,10,2,better,1,0,0,0
43,No,Travel_Frequently,1082,Research & Development,27,bachelors_degree,Life Sciences,high,Female,83,high,three,Manufacturing Director,low,Married,10820,11535,8,No,11,Excellent,high,one,18,1,better,8,7,0,1
39,Yes,Travel_Frequently,203,Research & Development,2,bachelors_degree,Life Sciences,low,Male,84,high,four,Healthcare Representative,very_high,Divorced,12169,13547,7,No,11,Excellent,very_high,three,21,4,better,18,7,11,5
40,No,Travel_Rarely,1308,Research & Development,14,bachelors_degree,Medical,high,Male,44,meduim,five,Research Director,high,Single,19626,17544,1,No,14,Excellent,low,zero,21,2,best,20,7,4,9
21,No,Travel_Rarely,984,Research & Development,1,no_college,Technical Degree,very_high,Female,70,meduim,one,Research Scientist,meduim,Single,2070,25326,1,Yes,11,Excellent,high,zero,2,6,best,2,2,2,2
39,No,Non-Travel,439,Research & Development,9,bachelors_degree,Life Sciences,high,Male,70,high,two,Laboratory Technician,meduim,Single,6782,8770,9,No,15,Excellent,high,zero,9,2,good,5,4,0,3
36,No,Non-Travel,217,Research & Development,18,masters_degree,Life Sciences,low,Male,78,high,two,Manufacturing Director,very_high,Single,7779,23238,2,No,20,Outstanding,low,zero,18,0,better,11,9,0,9
31,No,Travel_Frequently,793,Sales,20,bachelors_degree,Life Sciences,high,Male,67,very_high,one,Sales Representative,very_high,Married,2791,21981,0,No,12,Excellent,low,one,3,4,better,2,2,2,2
28,No,Travel_Rarely,1451,Research & Development,2,no_college,Life Sciences,low,Male,67,meduim,one,Research Scientist,meduim,Married,3201,19911,0,No,17,Excellent,low,zero,6,2,bad,5,3,0,4
35,No,Travel_Frequently,1182,Sales,11,some_college,Marketing,very_high,Male,54,high,two,Sales Executive,very_high,Divorced,4968,18500,1,No,11,Excellent,very_high,one,5,3,better,5,2,0,2
49,No,Travel_Rarely,174,Sales,8,masters_degree,Technical Degree,very_high,Male,56,meduim,four,Sales Executive,meduim,Married,13120,11879,6,No,17,Excellent,meduim,one,22,3,better,9,8,2,3
34,No,Travel_Frequently,1003,Research & Development,2,some_college,Life Sciences,very_high,Male,95,high,two,Manufacturing Director,high,Single,4033,15834,2,No,11,Excellent,very_high,zero,5,3,good,3,2,0,2
29,No,Travel_Frequently,490,Research & Development,10,bachelors_degree,Life Sciences,very_high,Female,61,high,one,Research Scientist,meduim,Divorced,3291,17940,0,No,14,Excellent,very_high,two,8,2,good,7,5,1,1
42,No,Travel_Rarely,188,Research & Development,29,bachelors_degree,Medical,meduim,Male,56,low,two,Laboratory Technician,very_high,Single,4272,9558,4,No,19,Excellent,low,zero,16,3,better,1,0,0,0
29,No,Travel_Rarely,718,Research & Development,8,no_college,Medical,meduim,Male,79,meduim,two,Manufacturing Director,very_high,Married,5056,17689,1,Yes,15,Excellent,high,one,10,2,good,10,7,1,2
38,No,Travel_Rarely,433,Human Resources,1,bachelors_degree,Human Resources,high,Male,37,very_high,one,Human Resources,high,Married,2844,6004,1,No,13,Excellent,very_high,one,7,2,best,7,6,5,0
28,No,Travel_Frequently,773,Research & Development,6,bachelors_degree,Life Sciences,high,Male,39,meduim,one,Research Scientist,high,Divorced,2703,22088,1,Yes,14,Excellent,very_high,one,3,2,better,3,1,0,2
18,Yes,Non-Travel,247,Research & Development,8,no_college,Medical,high,Male,80,high,one,Laboratory Technician,high,Single,1904,13556,1,No,12,Excellent,very_high,zero,0,0,better,0,0,0,0
33,Yes,Travel_Rarely,603,Sales,9,masters_degree,Marketing,low,Female,77,high,two,Sales Executive,low,Single,8224,18385,0,Yes,17,Excellent,low,zero,6,3,better,5,2,0,3
41,No,Travel_Rarely,167,Research & Development,12,masters_degree,Life Sciences,meduim,Male,46,high,one,Laboratory Technician,very_high,Married,4766,9051,3,Yes,11,Excellent,low,one,6,4,better,1,0,0,0
31,Yes,Travel_Frequently,874,Research & Development,15,bachelors_degree,Medical,high,Male,72,high,one,Laboratory Technician,high,Married,2610,6233,1,No,12,Excellent,high,one,2,5,good,2,2,2,2
37,No,Travel_Rarely,367,Research & Development,25,some_college,Medical,high,Female,52,meduim,two,Healthcare Representative,very_high,Divorced,5731,17171,7,No,13,Excellent,high,two,9,2,better,6,2,1,3
27,No,Travel_Rarely,199,Research & Development,6,bachelors_degree,Life Sciences,very_high,Male,55,meduim,one,Research Scientist,high,Married,2539,7950,1,No,13,Excellent,high,one,4,0,better,4,2,2,2
34,No,Travel_Rarely,1400,Sales,9,no_college,Life Sciences,meduim,Female,70,high,two,Sales Executive,high,Married,5714,5829,1,No,20,Outstanding,low,zero,6,3,good,6,5,1,3
35,No,Travel_Rarely,528,Human Resources,8,masters_degree,Technical Degree,high,Male,100,high,one,Human Resources,high,Single,4323,7108,1,No,17,Excellent,meduim,zero,6,2,bad,5,4,1,4
29,Yes,Travel_Rarely,408,Sales,23,no_college,Life Sciences,very_high,Female,45,meduim,three,Sales Executive,low,Married,7336,11162,1,No,13,Excellent,low,one,11,3,bad,11,8,3,10
40,No,Travel_Frequently,593,Research & Development,9,masters_degree,Medical,meduim,Female,88,high,three,Research Director,high,Single,13499,13782,9,No,17,Excellent,high,zero,20,3,good,18,7,2,13
42,Yes,Travel_Frequently,481,Sales,12,bachelors_degree,Life Sciences,high,Male,44,high,four,Sales Executive,low,Single,13758,2447,0,Yes,12,Excellent,meduim,zero,22,2,good,21,9,13,14
42,No,Travel_Rarely,647,Sales,4,masters_degree,Marketing,meduim,Male,45,high,two,Sales Executive,low,Single,5155,2253,7,No,13,Excellent,very_high,zero,9,3,best,6,4,1,5
35,No,Travel_Rarely,982,Research & Development,1,masters_degree,Medical,very_high,Male,58,meduim,one,Laboratory Technician,high,Married,2258,16340,6,No,12,Excellent,meduim,one,10,2,better,8,0,1,7
24,No,Travel_Rarely,477,Research & Development,24,bachelors_degree,Medical,very_high,Male,49,high,one,Laboratory Technician,meduim,Single,3597,6409,8,No,22,Outstanding,very_high,zero,6,2,better,4,3,1,2
28,Yes,Travel_Rarely,1485,Research & Development,12,no_college,Life Sciences,high,Female,79,high,one,Laboratory Technician,very_high,Married,2515,22955,1,Yes,11,Excellent,very_high,zero,1,4,good,1,1,0,0
26,No,Travel_Rarely,1384,Research & Development,3,masters_degree,Medical,low,Male,82,very_high,one,Laboratory Technician,very_high,Married,4420,13421,1,No,22,Outstanding,meduim,one,8,2,better,8,7,0,7
30,No,Travel_Rarely,852,Sales,10,bachelors_degree,Marketing,high,Male,72,meduim,two,Sales Executive,high,Married,6578,2706,1,No,18,Excellent,low,one,10,3,better,10,3,1,4
40,No,Travel_Frequently,902,Research & Development,26,some_college,Medical,high,Female,92,meduim,two,Research Scientist,very_high,Married,4422,21203,3,Yes,13,Excellent,very_high,one,16,3,bad,1,1,0,0
35,No,Travel_Rarely,819,Research & Development,2,bachelors_degree,Life Sciences,high,Male,44,meduim,three,Manufacturing Director,meduim,Divorced,10274,19588,2,No,18,Excellent,meduim,one,15,2,best,7,7,6,4
34,No,Travel_Frequently,669,Research & Development,1,bachelors_degree,Medical,very_high,Male,97,meduim,two,Healthcare Representative,low,Single,5343,25755,0,No,20,Outstanding,high,zero,14,3,better,13,9,4,9
35,No,Travel_Frequently,636,Research & Development,4,masters_degree,Other,very_high,Male,47,meduim,one,Laboratory Technician,very_high,Married,2376,26537,1,No,13,Excellent,meduim,one,2,2,best,2,2,2,2
43,Yes,Travel_Rarely,1372,Sales,9,bachelors_degree,Marketing,low,Female,85,low,two,Sales Executive,high,Single,5346,9489,8,No,13,Excellent,meduim,zero,7,2,good,4,3,1,3
32,No,Non-Travel,862,Sales,2,no_college,Life Sciences,high,Female,76,high,one,Sales Representative,low,Divorced,2827,14947,1,No,12,Excellent,high,three,1,3,better,1,0,0,0
56,No,Travel_Rarely,718,Research & Development,4,masters_degree,Technical Degree,very_high,Female,92,high,five,Manager,low,Divorced,19943,18575,4,No,13,Excellent,very_high,one,28,2,better,5,2,4,2
29,No,Travel_Rarely,1401,Research & Development,6,no_college,Medical,meduim,Female,54,high,one,Laboratory Technician,very_high,Married,3131,26342,1,No,13,Excellent,low,one,10,5,better,10,8,0,8
19,No,Travel_Rarely,645,Research & Development,9,some_college,Life Sciences,high,Male,54,high,one,Research Scientist,low,Single,2552,7172,1,No,25,Outstanding,high,zero,1,4,better,1,1,0,0
45,No,Travel_Rarely,1457,Research & Development,7,bachelors_degree,Medical,low,Female,83,high,one,Research Scientist,high,Married,4477,20100,4,Yes,19,Excellent,high,one,7,2,good,3,2,0,2
37,No,Travel_Rarely,977,Research & Development,1,bachelors_degree,Life Sciences,very_high,Female,56,meduim,two,Manufacturing Director,very_high,Married,6474,9961,1,No,13,Excellent,meduim,one,14,2,good,14,8,3,11
20,No,Travel_Rarely,805,Research & Development,3,bachelors_degree,Life Sciences,low,Male,87,meduim,one,Laboratory Technician,high,Single,3033,12828,1,No,12,Excellent,low,zero,2,2,good,2,2,1,2
44,Yes,Travel_Rarely,1097,Research & Development,10,masters_degree,Life Sciences,high,Male,96,high,one,Research Scientist,high,Single,2936,10826,1,Yes,11,Excellent,high,zero,6,4,better,6,4,0,2
53,No,Travel_Rarely,1223,Research & Development,7,some_college,Medical,very_high,Female,50,high,five,Manager,high,Divorced,18606,18640,3,No,18,Excellent,meduim,one,26,6,better,7,7,4,7
29,No,Travel_Rarely,942,Research & Development,15,no_college,Life Sciences,meduim,Female,69,low,one,Research Scientist,very_high,Married,2168,26933,0,Yes,18,Excellent,low,one,6,2,good,5,4,1,3
22,Yes,Travel_Frequently,1256,Research & Development,3,masters_degree,Life Sciences,high,Male,48,meduim,one,Research Scientist,very_high,Married,2853,4223,0,Yes,11,Excellent,meduim,one,1,5,better,0,0,0,0
46,No,Travel_Rarely,1402,Sales,2,bachelors_degree,Marketing,high,Female,69,high,four,Manager,low,Married,17048,24097,8,No,23,Outstanding,low,zero,28,2,better,26,15,15,9
44,No,Non-Travel,111,Research & Development,17,bachelors_degree,Life Sciences,very_high,Male,74,low,one,Research Scientist,high,Single,2290,4279,2,No,13,Excellent,very_high,zero,6,3,better,0,0,0,0
33,No,Travel_Rarely,147,Human Resources,2,bachelors_degree,Human Resources,meduim,Male,99,high,one,Human Resources,high,Married,3600,8429,1,No,13,Excellent,very_high,one,5,2,better,5,4,1,4
41,Yes,Non-Travel,906,Research & Development,5,some_college,Life Sciences,low,Male,95,meduim,one,Research Scientist,low,Divorced,2107,20293,6,No,17,Excellent,low,one,5,2,bad,1,0,0,0
30,No,Travel_Rarely,1329,Sales,29,masters_degree,Life Sciences,high,Male,61,high,two,Sales Executive,low,Divorced,4115,13192,8,No,19,Excellent,high,three,8,3,better,4,3,0,3
40,No,Travel_Frequently,1184,Sales,2,masters_degree,Medical,meduim,Male,62,high,two,Sales Executive,meduim,Married,4327,25440,5,No,12,Excellent,very_high,three,5,2,better,0,0,0,0
50,No,Travel_Frequently,1421,Research & Development,2,bachelors_degree,Medical,very_high,Female,30,high,four,Manager,low,Married,17856,9490,2,No,22,Outstanding,high,one,32,3,better,2,2,2,2
28,No,Travel_Rarely,1179,Research & Development,19,masters_degree,Medical,very_high,Male,78,meduim,one,Laboratory Technician,low,Married,3196,12449,1,No,12,Excellent,high,three,6,2,better,6,5,3,3
46,No,Travel_Rarely,1450,Research & Development,15,some_college,Life Sciences,very_high,Male,52,high,five,Research Director,meduim,Married,19081,10849,5,No,11,Excellent,low,one,25,2,better,4,2,0,3
35,No,Travel_Rarely,1361,Sales,17,masters_degree,Life Sciences,high,Male,94,high,two,Sales Executive,low,Married,8966,21026,3,Yes,15,Excellent,very_high,three,15,2,better,7,7,1,7
24,Yes,Travel_Rarely,984,Research & Development,17,some_college,Life Sciences,very_high,Female,97,high,one,Laboratory Technician,meduim,Married,2210,3372,1,No,13,Excellent,low,one,1,3,bad,1,0,0,0
33,No,Travel_Frequently,1146,Sales,25,bachelors_degree,Medical,meduim,Female,82,high,two,Sales Executive,high,Married,4539,4905,1,No,12,Excellent,low,one,10,3,good,10,7,0,1
36,No,Travel_Rarely,917,Research & Development,6,masters_degree,Life Sciences,high,Male,60,low,one,Laboratory Technician,high,Divorced,2741,6865,1,No,14,Excellent,high,one,7,4,better,7,7,1,7
30,No,Travel_Rarely,853,Research & Development,7,masters_degree,Life Sciences,high,Male,49,high,two,Laboratory Technician,high,Divorced,3491,11309,1,No,13,Excellent,low,three,10,4,good,10,7,8,9
